"id","code","name","account_type","taxonomy_ids","reconcile","non_trade","name@pt","deprecated"
"chart_642421","642421","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - VLPHP - Sujeito a TA (2,5%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - VLPHP - Sujeito a TA (2,5%)"
"chart_642422","642422","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - VLPHP - Sujeito a TA (7,5%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - VLPHP - Sujeito a TA (7,5%)"
"chart_642423","642423","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - VLPHP - Sujeito a TA (15%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - VLPHP - Sujeito a TA (15%)"
"chart_642424","642424","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - VLPHP - Sujeito a TA (0%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - VLPHP - Sujeito a TA (0%)"
"chart_642431","642431","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - GPL ou GNV - Sujeito a TA (2,5%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - GPL ou GNV - Sujeito a TA (2,5%)"
"chart_642432","642432","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - GPL ou GNV - Sujeito a TA (7,5%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - GPL ou GNV - Sujeito a TA (7,5%)"
"chart_642433","642433","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - GPL ou GNV - Sujeito a TA (15%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - GPL ou GNV - Sujeito a TA (15%)"
"chart_642434","642434","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - GPL ou GNV - Sujeito a TA (0%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - GPL ou GNV - Sujeito a TA (0%)"
"chart_642441","642441","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - Energia Elétrica - Sujeito a TA (10%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - Energia Elétrica - Sujeito a TA (10%)"
"chart_642442","642442","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - Energia Elétrica - Sujeito a TA (0%)","expense_depreciation","l10n_pt_apo.pt_taxo_400_s,l10n_pt_apo.pt_taxo_206_m","False","","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte - Energia Elétrica - Sujeito a TA (0%)"
"chart_6425","6425","Office equipment","expense_depreciation","l10n_pt_apo.pt_taxo_401_s,l10n_pt_apo.pt_taxo_207_m","False","","Equipamento administrativo"
"chart_6426","6426","Biological equipment","expense_depreciation","l10n_pt_apo.pt_taxo_402_s,l10n_pt_apo.pt_taxo_208_m","False","","Equipamentos biológicos"
"chart_6427","6427","Other tangible fixed assets","expense_depreciation","l10n_pt_apo.pt_taxo_403_s,l10n_pt_apo.pt_taxo_209_m","False","","Outros ativos fixos tangíveis"
"chart_6431","6431","Goodwill","expense_depreciation","l10n_pt_apo.pt_taxo_404_s,l10n_pt_apo.pt_taxo_210_m","False","","Goodwill"
"chart_6432","6432","Development projects","expense_depreciation","l10n_pt_apo.pt_taxo_405_s,l10n_pt_apo.pt_taxo_211_m","False","","Projetos de desenvolvimento"
"chart_6433","6433","Computer programs","expense_depreciation","l10n_pt_apo.pt_taxo_406_s,l10n_pt_apo.pt_taxo_212_m","False","","Programas de computador"
"chart_6434","6434","Industrial property","expense_depreciation","l10n_pt_apo.pt_taxo_407_s,l10n_pt_apo.pt_taxo_213_m","False","","Propriedade industrial"
"chart_6436","6436","Gastos de Depreciação e de Amortização - Ativos Intangíveis - Outros","expense_depreciation","l10n_pt_apo.pt_taxo_408_s,l10n_pt_apo.pt_taxo_214_m","False","","Gastos de Depreciação e de Amortização - Ativos Intangíveis - Outros"
"chart_6511","6511","Customers","expense","l10n_pt_apo.pt_taxo_413_s,l10n_pt_apo.pt_taxo_216_m","False","","Clientes"
"chart_6512","6512","Other debtors","expense","l10n_pt_apo.pt_taxo_414_s,l10n_pt_apo.pt_taxo_217_m","False","","Outros devedores"
"chart_6521","6521","Goods","expense","l10n_pt_apo.pt_taxo_415_s,l10n_pt_apo.pt_taxo_218_m","False","","Mercadorias"
"chart_6522","6522","Raw materials, subsidiaries and consumption","expense","l10n_pt_apo.pt_taxo_416_s,l10n_pt_apo.pt_taxo_219_m","False","","Matérias-primas, subsidiárias e de consumo"
"chart_6523","6523","Finished and intermediate products","expense","l10n_pt_apo.pt_taxo_417_s,l10n_pt_apo.pt_taxo_220_m","False","","Produtos acabados e intermédios"
"chart_6524","6524","Byproducts, waste, residues and refuses","expense","l10n_pt_apo.pt_taxo_418_s,l10n_pt_apo.pt_taxo_221_m","False","","Subprodutos, desperdícios, resíduos e refugos"
"chart_6525","6525","Products and work in progress","expense","l10n_pt_apo.pt_taxo_419_s,l10n_pt_apo.pt_taxo_222_m","False","","Produtos e trabalhos em curso"
"chart_6526","6526","Consumable biological assets","expense",,"False","","Ativos biológicos consumíveis","True"
"chart_65261","65261","Perdas por Imparidade - Ativos Biológicos Consumíveis","expense","l10n_pt_apo.pt_taxo_420_s,l10n_pt_apo.pt_taxo_222_m","False","","Perdas por Imparidade - Ativos Biológicos Consumíveis"
"chart_65262","65262","Perdas por Imparidade - Ativos Biológicos de produção","expense","l10n_pt_apo.pt_taxo_420_s,l10n_pt_apo.pt_taxo_222_m","False","","Perdas por Imparidade - Ativos Biológicos de produção"
"chart_6531","6531","Capital Participations","expense","l10n_pt_apo.pt_taxo_422_s,l10n_pt_apo.pt_taxo_223_m","False","","Participações de capital"
"chart_6532","6532","Loans granted","expense","l10n_pt_apo.pt_taxo_423_s,l10n_pt_apo.pt_taxo_224_m","False","","Empréstimos concedidos"
"chart_6533","6533","Other financial investments","expense","l10n_pt_apo.pt_taxo_424_s,l10n_pt_apo.pt_taxo_225_m","False","","Outros investimentos financeiros"
"chart_6541","6541","Land and natural resources","expense","l10n_pt_apo.pt_taxo_426_s,l10n_pt_apo.pt_taxo_226_m","False","","Terrenos e recursos naturais"
"chart_6542","6542","Buildings and other constructions","expense","l10n_pt_apo.pt_taxo_427_s,l10n_pt_apo.pt_taxo_226_m","False","","Edifícios e outras construções"
"chart_6543","6543","Other investment properties","expense","l10n_pt_apo.pt_taxo_428_s,l10n_pt_apo.pt_taxo_226_m","False","","Outras propriedades de investimento"
"chart_6551","6551","Land and natural resources","expense","l10n_pt_apo.pt_taxo_429_s,l10n_pt_apo.pt_taxo_226_m","False","","Terrenos e recursos naturais"
"chart_6552","6552","Buildings and other constructions","expense","l10n_pt_apo.pt_taxo_430_s,l10n_pt_apo.pt_taxo_226_m","False","","Edifícios e outras construções"
"chart_6553","6553","Basic equipment","expense","l10n_pt_apo.pt_taxo_431_s,l10n_pt_apo.pt_taxo_226_m","False","","Equipamento básico"
"chart_6554","6554","Transport equipment","expense","l10n_pt_apo.pt_taxo_432_s,l10n_pt_apo.pt_taxo_226_m","False","","Equipamento de transporte"
"chart_6555","6555","Office equipment","expense","l10n_pt_apo.pt_taxo_433_s,l10n_pt_apo.pt_taxo_226_m","False","","Equipamento administrativo"
"chart_6556","6556","Biological equipment","expense","l10n_pt_apo.pt_taxo_434_s,l10n_pt_apo.pt_taxo_226_m","False","","Equipamentos biológicos"
"chart_6557","6557","Other tangible fixed assets","expense","l10n_pt_apo.pt_taxo_435_s,l10n_pt_apo.pt_taxo_226_m","False","","Outros ativos fixos tangíveis"
"chart_6561","6561","Goodwill","expense","l10n_pt_apo.pt_taxo_436_s,l10n_pt_apo.pt_taxo_226_m","False","","Goodwill"
"chart_6562","6562","Development projects","expense","l10n_pt_apo.pt_taxo_437_s,l10n_pt_apo.pt_taxo_226_m","False","","Projetos de desenvolvimento"
"chart_6563","6563","Computer programs","expense","l10n_pt_apo.pt_taxo_438_s,l10n_pt_apo.pt_taxo_226_m","False","","Programas de computador"
"chart_6564","6564","Industrial property","expense","l10n_pt_apo.pt_taxo_439_s,l10n_pt_apo.pt_taxo_226_m","False","","Propriedade industrial"
"chart_6565","6565","Other intangible assets","expense","l10n_pt_apo.pt_taxo_440_s,l10n_pt_apo.pt_taxo_226_m","False","","Outros ativos intangíveis"
"chart_6571","6571","Financial investments ongoing","expense","l10n_pt_apo.pt_taxo_441_s,l10n_pt_apo.pt_taxo_226_m","False","","Investimentos financeiros em curso"
"chart_6572","6572","Investment properties in progress","expense","l10n_pt_apo.pt_taxo_442_s,l10n_pt_apo.pt_taxo_226_m","False","","Propriedades de investimento em curso"
"chart_6573","6573","Tangible fixed assets ongoing","expense","l10n_pt_apo.pt_taxo_443_s,l10n_pt_apo.pt_taxo_226_m","False","","Ativos fixos tangíveis em curso"
"chart_6574","6574","Intangible assets ongoing","expense","l10n_pt_apo.pt_taxo_444_s,l10n_pt_apo.pt_taxo_226_m","False","","Ativos intangíveis em curso"
"chart_65751","65751","Financial investments ongoing","expense","l10n_pt_apo.pt_taxo_445_s,l10n_pt_apo.pt_taxo_226_m","False","","Investimentos financeiros em curso"
"chart_65752","65752","Investment properties in progress","expense","l10n_pt_apo.pt_taxo_445_s,l10n_pt_apo.pt_taxo_226_m","False","","Propriedades de investimento em curso"
"chart_65753","65753","Tangible fixed assets ongoing","expense","l10n_pt_apo.pt_taxo_445_s,l10n_pt_apo.pt_taxo_226_m","False","","Ativos fixos tangíveis em curso"
"chart_65754","65754","Intangible assets ongoing","expense","l10n_pt_apo.pt_taxo_445_s,l10n_pt_apo.pt_taxo_226_m","False","","Ativos intangíveis em curso"
"chart_6581","6581","Financial investments","expense","l10n_pt_apo.pt_taxo_449_s,l10n_pt_apo.pt_taxo_226_m","False","","Investimentos Financeiros"
"chart_6582","6582","Investment properties","expense","l10n_pt_apo.pt_taxo_450_s,l10n_pt_apo.pt_taxo_226_m","False","","Propriedades de investimento"
"chart_6583","6583","Tangible fixed assets","expense","l10n_pt_apo.pt_taxo_451_s,l10n_pt_apo.pt_taxo_226_m","False","","Ativos fixos tangíveis"
"chart_6584","6584","Intangible assets","expense","l10n_pt_apo.pt_taxo_452_s,l10n_pt_apo.pt_taxo_226_m","False","","Ativos intangíveis"
"chart_6585","6585","Others","expense","l10n_pt_apo.pt_taxo_453_s,l10n_pt_apo.pt_taxo_226_m","False","","Outros"
"chart_661","661","In financial instruments","expense","l10n_pt_apo.pt_taxo_454_s,l10n_pt_apo.pt_taxo_226_m","False","","Em instrumentos financeiros"
"chart_6621","6621","Capital Participations","expense","l10n_pt_apo.pt_taxo_455_s,l10n_pt_apo.pt_taxo_226_m","False","","Participações de capital"
"chart_6622","6622","Other financial investments","expense","l10n_pt_apo.pt_taxo_456_s,l10n_pt_apo.pt_taxo_226_m","False","","Outros investimentos financeiros"
"chart_6631","6631","Land and natural resources","expense","l10n_pt_apo.pt_taxo_457_s,l10n_pt_apo.pt_taxo_226_m","False","","Terrenos e recursos naturais"
"chart_6632","6632","Buildings and other constructions","expense","l10n_pt_apo.pt_taxo_458_s,l10n_pt_apo.pt_taxo_226_m","False","","Edifícios e outras construções"
"chart_6633","6633","Other investment properties","expense","l10n_pt_apo.pt_taxo_459_s,l10n_pt_apo.pt_taxo_226_m","False","","Outras propriedades de investimento"
"chart_6634","6634","Investment properties in progress","expense","l10n_pt_apo.pt_taxo_460_s,l10n_pt_apo.pt_taxo_226_m","False","","Propriedades de investimento em curso"
"chart_6641","6641","Consumables","expense","l10n_pt_apo.pt_taxo_461_s,l10n_pt_apo.pt_taxo_226_m","False","","Consumíveis"
"chart_6642","6642","Of production","expense","l10n_pt_apo.pt_taxo_462_s,l10n_pt_apo.pt_taxo_226_m","False","","De produção"
"chart_671","671","Taxes","expense","l10n_pt_apo.pt_taxo_463_s,l10n_pt_apo.pt_taxo_227_m","False","","Impostos"
"chart_672","672","Guarantees to customers","expense","l10n_pt_apo.pt_taxo_464_s,l10n_pt_apo.pt_taxo_228_m","False","","Garantias a clientes"
"chart_673","673","Ongoing judicial proceedings","expense","l10n_pt_apo.pt_taxo_465_s,l10n_pt_apo.pt_taxo_229_m","False","","Processos judiciais em curso"
"chart_674","674","Accidents at work and professional diseases","expense","l10n_pt_apo.pt_taxo_466_s,l10n_pt_apo.pt_taxo_230_m","False","","Acidentes no trabalho e doenças profissionais"
"chart_675","675","Environmental materials","expense","l10n_pt_apo.pt_taxo_467_s,l10n_pt_apo.pt_taxo_230_m","False","","Matérias ambientais"
"chart_676","676","Costly","expense","l10n_pt_apo.pt_taxo_468_s,l10n_pt_apo.pt_taxo_230_m","False","","Contratos onerosos"
"chart_677","677","Restructuring","expense","l10n_pt_apo.pt_taxo_469_s,l10n_pt_apo.pt_taxo_230_m","False","","Reestruturação"
"chart_678","678","Other provisions","expense","l10n_pt_apo.pt_taxo_470_s,l10n_pt_apo.pt_taxo_231_m","False","","Outras provisões"
"chart_6811","6811","Direct taxes","expense","l10n_pt_apo.pt_taxo_471_s,l10n_pt_apo.pt_taxo_232_m","False","","Impostos diretos"
"chart_6812","6812","Indirect taxes","expense",,"False","","Impostos indiretos","True"
"chart_6812411","6812411","Outros Gastos - Impostos Indiretos - IUC - VLPM - Sujeito a TA (8%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - VLPM - Sujeito a TA (8%)"
"chart_6812412","6812412","Outros Gastos - Impostos Indiretos - IUC - VLPM - Sujeito a TA (25%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - VLPM - Sujeito a TA (25%)"
"chart_6812413","6812413","Outros Gastos - Impostos Indiretos - IUC - VLPM - Sujeito a TA (32%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - VLPM - Sujeito a TA (32%)"
"chart_6812414","6812414","Outros Gastos - Impostos Indiretos - IUC - VLPM - Sujeito a TA (0%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - VLPM - Sujeito a TA (0%)"
"chart_6812421","6812421","Outros Gastos - Impostos Indiretos - IUC - VLPHP - Sujeito a TA (2,5%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - VLPHP - Sujeito a TA (2,5%)"
"chart_6812422","6812422","Outros Gastos - Impostos Indiretos - IUC - VLPHP - Sujeito a TA (7,5%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - VLPHP - Sujeito a TA (7,5%)"
"chart_6812423","6812423","Outros Gastos - Impostos Indiretos - IUC - VLPHP - Sujeito a TA (15%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - VLPHP - Sujeito a TA (15%)"
"chart_6812424","6812424","Outros Gastos - Impostos Indiretos - IUC - VLPHP - Sujeito a TA (0%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - VLPHP - Sujeito a TA (0%)"
"chart_6812431","6812431","Outros Gastos - Impostos Indiretos - IUC - GPL ou GNV - Sujeito a TA (2,5%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - GPL ou GNV - Sujeito a TA (2,5%)"
"chart_6812432","6812432","Outros Gastos - Impostos Indiretos - IUC - GPL ou GNV - Sujeito a TA (7,5%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - GPL ou GNV - Sujeito a TA (7,5%)"
"chart_6812433","6812433","Outros Gastos - Impostos Indiretos - IUC - GPL ou GNV - Sujeito a TA (15%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - GPL ou GNV - Sujeito a TA (15%)"
"chart_6812434","6812434","Outros Gastos - Impostos Indiretos - IUC - GPL ou GNV - Sujeito a TA (0%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - GPL ou GNV - Sujeito a TA (0%)"
"chart_6812441","6812441","Outros Gastos - Impostos Indiretos - IUC - Energia Elétrica - Sujeito a TA (10%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - Energia Elétrica - Sujeito a TA (10%)"
"chart_6812442","6812442","Outros Gastos - Impostos Indiretos - IUC - Energia Elétrica - Sujeito a TA (0%)","expense","l10n_pt_apo.pt_taxo_472_s,l10n_pt_apo.pt_taxo_233_m","False","","Outros Gastos - Impostos Indiretos - IUC - Energia Elétrica - Sujeito a TA (0%)"
"chart_6813","6813","Rates","expense","l10n_pt_apo.pt_taxo_473_s,l10n_pt_apo.pt_taxo_234_m","False","","Taxas"
"chart_682","682","Discounts granted","expense","l10n_pt_apo.pt_taxo_474_s,l10n_pt_apo.pt_taxo_235_m","False","","Descontos de pronto pagamento concedidos"
"chart_683","683","Irrecoverable debts","expense","l10n_pt_apo.pt_taxo_475_s,l10n_pt_apo.pt_taxo_236_m","False","","Dívidas incobráveis"
"chart_6841","6841","Sinister","expense","l10n_pt_apo.pt_taxo_476_s,l10n_pt_apo.pt_taxo_237_m","False","","Sinistros"
"chart_6842","6842","Breakdown","expense","l10n_pt_apo.pt_taxo_477_s,l10n_pt_apo.pt_taxo_238_m","False","","Quebras"
"chart_6848","6848","Other losses","expense","","False","","Outras perdas"
"chart_6851","6851","Damage","expense","l10n_pt_apo.pt_taxo_479_s","False","","Cobertura de prejuízos"
"chart_6852","6852","Application of the equity method","expense","l10n_pt_apo.pt_taxo_480_s","False","","Aplicação do método da equivalência patrimonial"
"chart_6853","6853","Alienations","expense","l10n_pt_apo.pt_taxo_481_s","False","","Alienações"
"chart_6858","6858","Other expenses","expense","","False","","Outros gastos"
"chart_6861","6861","Damage","expense","l10n_pt_apo.pt_taxo_483_s,l10n_pt_apo.pt_taxo_240_m","False","","Cobertura de prejuízos"
"chart_6862","6862","Alienations","expense","l10n_pt_apo.pt_taxo_484_s,l10n_pt_apo.pt_taxo_241_m","False","","Alienações"
"chart_6863","6863","Unfavorable exchange rate differences","expense","l10n_pt_apo.pt_taxo_485_s,l10n_pt_apo.pt_taxo_242_m","False","","Diferenças de câmbio desfavoráveis"
"chart_6868","6868","Other expenses","expense","","False","","Outros gastos"
"chart_6871","6871","Alienations","expense","l10n_pt_apo.pt_taxo_487_s,l10n_pt_apo.pt_taxo_244_m","False","","Alienações"
"chart_6872","6872","Sinister","expense","l10n_pt_apo.pt_taxo_488_s,l10n_pt_apo.pt_taxo_245_m","False","","Sinistros"
"chart_6873","6873","Slaughter","expense","l10n_pt_apo.pt_taxo_489_s,l10n_pt_apo.pt_taxo_246_m","False","","Abates"
"chart_6874","6874","Spending on investment properties","expense","l10n_pt_apo.pt_taxo_490_s,l10n_pt_apo.pt_taxo_246_m","False","","Gastos em propriedades de investimento"
"chart_6878","6878","Other expenses","expense","","False","","Outros gastos"
"chart_6881","6881","Corrections related to previous periods","expense","l10n_pt_apo.pt_taxo_492_s,l10n_pt_apo.pt_taxo_248_m","False","","Correções relativas a períodos anteriores"
"chart_6882","6882","Donations","expense",,"False","","Doações","True"
"chart_6882111","6882111","Donativos - Considerados como Custo Fiscal - Com Majoração - De 150%","expense","l10n_pt_apo.pt_taxo_493_s,l10n_pt_apo.pt_taxo_249_m","False","","Donativos - Considerados como Custo Fiscal - Com Majoração - De 150%"
"chart_6882112","6882112","Donativos - Considerados como Custo Fiscal - Com Majoração - De 140%","expense","l10n_pt_apo.pt_taxo_493_s,l10n_pt_apo.pt_taxo_249_m","False","","Donativos - Considerados como Custo Fiscal - Com Majoração - De 140%"
"chart_6882113","6882113","Donativos - Considerados como Custo Fiscal - Com Majoração - De 130%","expense","l10n_pt_apo.pt_taxo_493_s,l10n_pt_apo.pt_taxo_249_m","False","","Donativos - Considerados como Custo Fiscal - Com Majoração - De 130%"
"chart_6882114","6882114","Donativos - Considerados como Custo Fiscal - Com Majoração - De 120%","expense","l10n_pt_apo.pt_taxo_493_s,l10n_pt_apo.pt_taxo_249_m","False","","Donativos - Considerados como Custo Fiscal - Com Majoração - De 120%"
"chart_6883","6883","Quotanizations","expense","l10n_pt_apo.pt_taxo_494_s,l10n_pt_apo.pt_taxo_250_m","False","","Quotizações"
"chart_6884","6884","Inventory offers and samples","expense","l10n_pt_apo.pt_taxo_495_s,l10n_pt_apo.pt_taxo_251_m","False","","Ofertas e amostras de inventários"
"chart_6885","6885","Tax estimation insufficiency","expense","l10n_pt_apo.pt_taxo_496_s,l10n_pt_apo.pt_taxo_252_m","False","","Insuficiência da estimativa para impostos"
"chart_6886","6886","Losses in financial instruments","expense","l10n_pt_apo.pt_taxo_497_s,l10n_pt_apo.pt_taxo_252_m","False","","Perdas em instrumentos financeiros"
"chart_6887","6887","Unfavorable exchange rate differences","expense","l10n_pt_apo.pt_taxo_498_s,l10n_pt_apo.pt_taxo_253_m","False","","Diferenças de câmbio desfavoráveis"
"chart_6888","6888","Others not specified","expense",,"False","","Outros não especificados","True"
"chart_68881","68881","Diferenças de Arredondamento Desfavoráveis","expense","l10n_pt_apo.pt_taxo_499_s,l10n_pt_apo.pt_taxo_254_m","False","","Diferenças de Arredondamento Desfavoráveis"
"chart_68888","68888","Outros - Outros Não Especificados","expense","l10n_pt_apo.pt_taxo_499_s,l10n_pt_apo.pt_taxo_254_m","False","","Outros - Outros Não Especificados"
"chart_6888211","6888211","Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas - Sujeitos passivos - art.º 88.º, n.º 1","expense","l10n_pt_apo.pt_taxo_499_s,l10n_pt_apo.pt_taxo_254_m","False","","Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas - Sujeitos passivos - art.º 88.º, n.º 1"
"chart_6888212","6888212","Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas - Sujeitos passivos - art.º 88.º, n.º 2","expense","l10n_pt_apo.pt_taxo_499_s,l10n_pt_apo.pt_taxo_254_m","False","","Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas - Sujeitos passivos - art.º 88.º, n.º 2"
"chart_688822","688822","Despesas Não Devidamente Documentadas","expense","l10n_pt_apo.pt_taxo_499_s,l10n_pt_apo.pt_taxo_254_m","False","","Despesas Não Devidamente Documentadas"
"chart_688831","688831","Multas e Penalidades - Multas Fiscais","expense","l10n_pt_apo.pt_taxo_499_s,l10n_pt_apo.pt_taxo_254_m","False","","Multas e Penalidades - Multas Fiscais"
"chart_688832","688832","Multas e Penalidades - Juros Compensatórios / Mora","expense","l10n_pt_apo.pt_taxo_499_s,l10n_pt_apo.pt_taxo_254_m","False","","Multas e Penalidades - Juros Compensatórios / Mora"
"chart_688833","688833","Multas e Penalidades - Outras Multas Contratuais","expense","l10n_pt_apo.pt_taxo_499_s,l10n_pt_apo.pt_taxo_254_m","False","","Multas e Penalidades - Outras Multas Contratuais"
"chart_6911","6911","Interest of financing obtained","expense",,"False","","Juros de financiamentos obtidos","True"
"chart_69111","69111","Gastos de Financiamento - Juros Suportados - Juros de Empréstimos Bancários","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Empréstimos Bancários"
"chart_6911211","6911211","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPM - Sujeito a TA (8%)","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPM - Sujeito a TA (8%)"
"chart_6911212","6911212","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPM - Sujeito a TA (25%)","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPM - Sujeito a TA (25%)"
"chart_6911213","6911213","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPM - Sujeito a TA (32%)","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPM - Sujeito a TA (32%)"
"chart_6911214","6911214","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPM - Sujeito a TA (0%)","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPM - Sujeito a TA (0%)"
"chart_6911221","6911221","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPHP - Sujeito a TA (2,5%)","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPHP - Sujeito a TA (2,5%)"
"chart_6911222","6911222","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPHP - Sujeito a TA (7,5%)","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPHP - Sujeito a TA (7,5%)"
"chart_6911223","6911223","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPHP - Sujeito a TA (15%)","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPHP - Sujeito a TA (15%)"
"chart_6911224","6911224","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPHP - Sujeito a TA (0%)","expense","l10n_pt_apo.pt_taxo_500_s,l10n_pt_apo.pt_taxo_255_m","False","","Gastos de Financiamento - Juros Suportados - Juros de Leasing - VLPHP - Sujeito a TA (0%)"
